Title,Genre,Rating,Revenue (Millions),Metascore
Shin Gojira,Drama,6.9,1.91,68.0
Saving Mr. Banks,Biography,7.5,83.3,65.0
Saving Mr. Banks,Comedy,7.5,83.3,65.0
Saving Mr. Banks,Drama,7.5,83.3,65.0
Transcendence,Drama,6.3,23.01,42.0
Transcendence,Mystery,6.3,23.01,42.0
Transcendence,Romance,6.3,23.01,42.0
Rio,Animation,6.9,143.62,63.0
Rio,Adventure,6.9,143.62,63.0
Rio,Comedy,6.9,143.62,63.0
Equals,Drama,6.1,0.03,43.0
Equals,Romance,6.1,0.03,43.0
Equals,Sci-Fi,6.1,0.03,43.0
Babel,Drama,7.5,34.3,69.0
The Tree of Life,Drama,6.8,13.3,85.0
The Tree of Life,Fantasy,6.8,13.3,85.0
The Lucky One,Drama,6.5,60.44,39.0
The Lucky One,Romance,6.5,60.44,39.0
Piranha 3D,Comedy,5.5,25.0,53.0
Piranha 3D,Horror,5.5,25.0,53.0
Piranha 3D,Thriller,5.5,25.0,53.0
50/50,Comedy,7.7,34.96,72.0
50/50,Drama,7.7,34.96,72.0
50/50,Romance,7.7,34.96,72.0
The Intent,Crime,3.5,47.985,59.0
The Intent,Drama,3.5,47.985,59.0
This Is 40,Comedy,6.2,67.52,59.5
This Is 40,Romance,6.2,67.52,59.5
Real Steel,Action,7.1,85.46,56.0
Real Steel,Drama,7.1,85.46,56.0
Real Steel,Family,7.1,85.46,56.0
Sex and the City,Comedy,5.5,152.64,53.0
Sex and the City,Drama,5.5,152.64,53.0
Sex and the City,Romance,5.5,152.64,53.0
Rambo,Action,7.1,42.72,46.0
Rambo,Thriller,7.1,42.72,46.0
Rambo,War,7.1,42.72,46.0
Planet Terror,Action,7.1,47.985,55.0
Planet Terror,Comedy,7.1,47.985,55.0
Planet Terror,Horror,7.1,47.985,55.0
Concussion,Biography,7.1,34.53,59.5
Concussion,Drama,7.1,34.53,59.5
Concussion,Sport,7.1,34.53,59.5
The Fall,Adventure,7.9,2.28,64.0
The Fall,Comedy,7.9,2.28,64.0
The Fall,Drama,7.9,2.28,64.0
The Ugly Truth,Comedy,6.5,88.92,28.0
The Ugly Truth,Romance,6.5,88.92,28.0
Bride Wars,Comedy,5.5,58.72,24.0
Bride Wars,Romance,5.5,58.72,24.0
Sleeping with Other People,Comedy,6.5,0.81,64.0
Sleeping with Other People,Drama,6.5,0.81,64.0
Sleeping with Other People,Romance,6.5,0.81,64.0
Snakes on a Plane,Action,5.6,34.01,58.0
Snakes on a Plane,Adventure,5.6,34.01,58.0
Snakes on a Plane,Crime,5.6,34.01,58.0
What If,Comedy,6.8,3.45,59.0
What If,Romance,6.8,3.45,59.0
How to Train Your Dragon 2,Animation,7.9,177.0,76.0
How to Train Your Dragon 2,Action,7.9,177.0,76.0
How to Train Your Dragon 2,Adventure,7.9,177.0,76.0
RoboCop,Action,6.2,58.61,52.0
RoboCop,Crime,6.2,58.61,52.0
RoboCop,Sci-Fi,6.2,58.61,52.0
In Dubious Battle,Drama,6.2,47.985,43.0
"Hello, My Name Is Doris",Comedy,6.7,14.44,63.0
"Hello, My Name Is Doris",Drama,6.7,14.44,63.0
"Hello, My Name Is Doris",Romance,6.7,14.44,63.0
Ocean's Thirteen,Crime,6.9,117.14,62.0
Ocean's Thirteen,Thriller,6.9,117.14,62.0
Slither,Comedy,6.5,7.77,69.0
Slither,Horror,6.5,7.77,69.0
Slither,Sci-Fi,6.5,7.77,69.0
Contagion,Drama,6.6,75.64,70.0
Contagion,Thriller,6.6,75.64,70.0
Il racconto dei racconti - Tale of Tales,Drama,6.4,0.08,72.0
Il racconto dei racconti - Tale of Tales,Fantasy,6.4,0.08,72.0
Il racconto dei racconti - Tale of Tales,Horror,6.4,0.08,72.0
I Am the Pretty Thing That Lives in the House,Thriller,4.7,47.985,68.0
Bridge to Terabithia,Adventure,7.2,82.23,74.0
Bridge to Terabithia,Drama,7.2,82.23,74.0
Bridge to Terabithia,Family,7.2,82.23,74.0
Coherence,Mystery,7.2,0.07,65.0
Coherence,Sci-Fi,7.2,0.07,65.0
Coherence,Thriller,7.2,0.07,65.0
Notorious,Biography,6.7,36.84,60.0
Notorious,Crime,6.7,36.84,60.0
Notorious,Drama,6.7,36.84,60.0
Goksung,Drama,7.5,0.79,81.0
Goksung,Fantasy,7.5,0.79,81.0
Goksung,Horror,7.5,0.79,81.0
The Expendables 2,Action,6.6,85.02,51.0
The Expendables 2,Adventure,6.6,85.02,51.0
The Expendables 2,Thriller,6.6,85.02,51.0
The Girl Next Door,Crime,6.7,47.985,29.0
The Girl Next Door,Drama,6.7,47.985,29.0
The Girl Next Door,Horror,6.7,47.985,29.0
Perfume: The Story of a Murderer,Crime,7.5,2.21,56.0
Perfume: The Story of a Murderer,Drama,7.5,2.21,56.0
Perfume: The Story of a Murderer,Fantasy,7.5,2.21,56.0
The Golden Compass,Adventure,6.1,70.08,51.0
The Golden Compass,Family,6.1,70.08,51.0
The Golden Compass,Fantasy,6.1,70.08,51.0
Centurion,Action,6.4,0.12,62.0
Centurion,Adventure,6.4,0.12,62.0
Centurion,Drama,6.4,0.12,62.0
Scouts Guide to the Zombie Apocalypse,Action,6.3,3.64,32.0
Scouts Guide to the Zombie Apocalypse,Comedy,6.3,3.64,32.0
Scouts Guide to the Zombie Apocalypse,Horror,6.3,3.64,32.0
17 Again,Comedy,6.4,64.15,48.0
17 Again,Drama,6.4,64.15,48.0
17 Again,Family,6.4,64.15,48.0
No Escape,Action,6.8,27.29,38.0
No Escape,Thriller,6.8,27.29,38.0
Superman Returns,Action,6.1,200.07,72.0
Superman Returns,Adventure,6.1,200.07,72.0
Superman Returns,Sci-Fi,6.1,200.07,72.0
The Twilight Saga: Breaking Dawn - Part 1,Adventure,4.9,281.28,45.0
The Twilight Saga: Breaking Dawn - Part 1,Drama,4.9,281.28,45.0
The Twilight Saga: Breaking Dawn - Part 1,Fantasy,4.9,281.28,45.0
Precious,Drama,7.3,47.54,79.0
The Sea of Trees,Drama,5.9,0.02,23.0
Good Kids,Comedy,6.1,47.985,86.0
The Master,Drama,7.1,16.38,59.5
Footloose,Comedy,5.9,51.78,58.0
Footloose,Drama,5.9,51.78,58.0
Footloose,Music,5.9,51.78,58.0
If I Stay,Drama,6.8,50.46,46.0
If I Stay,Fantasy,6.8,50.46,46.0
If I Stay,Music,6.8,50.46,46.0
The Ticket,Drama,5.4,47.985,52.0
Detour,Thriller,6.3,47.985,46.0
The Love Witch,Comedy,6.2,0.22,82.0
The Love Witch,Horror,6.2,0.22,82.0
Talladega Nights: The Ballad of Ricky Bobby,Action,6.6,148.21,66.0
Talladega Nights: The Ballad of Ricky Bobby,Comedy,6.6,148.21,66.0
Talladega Nights: The Ballad of Ricky Bobby,Sport,6.6,148.21,66.0
The Human Centipede (First Sequence),Horror,4.4,0.18,33.0
Super,Comedy,6.8,0.32,50.0
Super,Drama,6.8,0.32,50.0
The Siege of Jadotville,Action,7.3,47.985,83.0
The Siege of Jadotville,Drama,7.3,47.985,83.0
The Siege of Jadotville,Thriller,7.3,47.985,83.0
Up in the Air,Drama,7.4,83.81,59.5
Up in the Air,Romance,7.4,83.81,59.5
The Midnight Meat Train,Horror,6.1,0.07,58.0
The Midnight Meat Train,Mystery,6.1,0.07,58.0
The Twilight Saga: Eclipse,Adventure,4.9,300.52,58.0
The Twilight Saga: Eclipse,Drama,4.9,300.52,58.0
The Twilight Saga: Eclipse,Fantasy,4.9,300.52,58.0
Transpecos,Thriller,5.8,47.985,73.0
What's Your Number?,Comedy,6.1,13.99,35.0
What's Your Number?,Romance,6.1,13.99,35.0
Riddick,Action,6.4,42.0,49.0
Riddick,Sci-Fi,6.4,42.0,49.0
Riddick,Thriller,6.4,42.0,49.0
Triangle,Fantasy,6.9,47.985,66.0
Triangle,Mystery,6.9,47.985,66.0
Triangle,Thriller,6.9,47.985,66.0
The Butler,Biography,7.2,116.63,59.5
The Butler,Drama,7.2,116.63,59.5
King Cobra,Crime,5.6,0.03,48.0
King Cobra,Drama,5.6,0.03,48.0
After Earth,Action,4.9,60.52,33.0
After Earth,Adventure,4.9,60.52,33.0
After Earth,Sci-Fi,4.9,60.52,33.0
Kicks,Adventure,6.1,0.15,69.0
Me and Earl and the Dying Girl,Comedy,7.8,6.74,74.0
Me and Earl and the Dying Girl,Drama,7.8,6.74,74.0
The Descendants,Comedy,7.3,82.62,84.0
The Descendants,Drama,7.3,82.62,84.0
Sex and the City 2,Comedy,4.3,95.33,27.0
Sex and the City 2,Drama,4.3,95.33,27.0
Sex and the City 2,Romance,4.3,95.33,27.0
The Kings of Summer,Adventure,7.2,1.29,61.0
The Kings of Summer,Comedy,7.2,1.29,61.0
The Kings of Summer,Drama,7.2,1.29,61.0
Death Race,Action,6.4,36.06,43.0
Death Race,Sci-Fi,6.4,36.06,43.0
Death Race,Thriller,6.4,36.06,43.0
That Awkward Moment,Comedy,6.2,26.05,36.0
That Awkward Moment,Romance,6.2,26.05,36.0
Legion,Action,5.2,40.17,32.0
Legion,Fantasy,5.2,40.17,32.0
Legion,Horror,5.2,40.17,32.0
End of Watch,Crime,7.7,40.98,68.0
End of Watch,Drama,7.7,40.98,68.0
End of Watch,Thriller,7.7,40.98,68.0
3 Days to Kill,Action,6.2,30.69,40.0
3 Days to Kill,Drama,6.2,30.69,40.0
3 Days to Kill,Thriller,6.2,30.69,40.0
Lucky Number Slevin,Crime,7.8,22.49,53.0
Lucky Number Slevin,Drama,7.8,22.49,53.0
Lucky Number Slevin,Mystery,7.8,22.49,53.0
Trance,Crime,7.0,2.32,61.0
Trance,Drama,7.0,2.32,61.0
Trance,Mystery,7.0,2.32,61.0
Into the Forest,Drama,5.9,0.01,59.0
Into the Forest,Sci-Fi,5.9,0.01,59.0
Into the Forest,Thriller,5.9,0.01,59.0
The Other Boleyn Girl,Biography,6.7,26.81,50.0
The Other Boleyn Girl,Drama,6.7,26.81,50.0
The Other Boleyn Girl,History,6.7,26.81,50.0
I Spit on Your Grave,Crime,6.3,0.09,27.0
I Spit on Your Grave,Horror,6.3,0.09,27.0
I Spit on Your Grave,Thriller,6.3,0.09,27.0
Custody,Drama,6.9,47.985,72.0
Inland Empire,Drama,7.0,47.985,59.5
Inland Empire,Mystery,7.0,47.985,59.5
Inland Empire,Thriller,7.0,47.985,59.5
L'odyssée,Adventure,6.7,47.985,70.0
L'odyssée,Biography,6.7,47.985,70.0
The Walk,Adventure,7.3,10.14,59.5
The Walk,Biography,7.3,10.14,59.5
The Walk,Crime,7.3,10.14,59.5
Wrecker,Action,3.5,47.985,37.0
Wrecker,Horror,3.5,47.985,37.0
Wrecker,Thriller,3.5,47.985,37.0
The Lone Ranger,Action,6.5,89.29,59.5
The Lone Ranger,Adventure,6.5,89.29,59.5
The Lone Ranger,Western,6.5,89.29,59.5
Texas Chainsaw 3D,Horror,4.8,34.33,62.0
Texas Chainsaw 3D,Thriller,4.8,34.33,62.0
Disturbia,Drama,6.9,80.05,59.5
Disturbia,Mystery,6.9,80.05,59.5
Disturbia,Thriller,6.9,80.05,59.5
Rock of Ages,Comedy,5.9,38.51,47.0
Rock of Ages,Drama,5.9,38.51,47.0
Rock of Ages,Musical,5.9,38.51,47.0
Scream 4,Horror,6.2,38.18,52.0
Scream 4,Mystery,6.2,38.18,52.0
Queen of Katwe,Biography,7.4,8.81,73.0
Queen of Katwe,Drama,7.4,8.81,73.0
Queen of Katwe,Sport,7.4,8.81,73.0
My Big Fat Greek Wedding 2,Comedy,6.0,59.57,37.0
My Big Fat Greek Wedding 2,Family,6.0,59.57,37.0
My Big Fat Greek Wedding 2,Romance,6.0,59.57,37.0
Dark Places,Drama,6.2,47.985,39.0
Dark Places,Mystery,6.2,47.985,39.0
Dark Places,Thriller,6.2,47.985,39.0
Amateur Night,Comedy,5.0,47.985,38.0
It's Only the End of the World,Drama,7.0,47.985,48.0
The Skin I Live In,Drama,7.6,3.19,70.0
The Skin I Live In,Thriller,7.6,3.19,70.0
Miracles from Heaven,Biography,7.0,61.69,44.0
Miracles from Heaven,Drama,7.0,61.69,44.0
Miracles from Heaven,Family,7.0,61.69,44.0
Annie,Comedy,5.3,85.91,33.0
Annie,Drama,5.3,85.91,33.0
Annie,Family,5.3,85.91,33.0
Across the Universe,Drama,7.4,24.34,56.0
Across the Universe,Fantasy,7.4,24.34,56.0
Across the Universe,Musical,7.4,24.34,56.0
Let's Be Cops,Comedy,6.5,82.39,30.0
Max,Adventure,6.8,42.65,47.0
Max,Family,6.8,42.65,47.0
Your Highness,Adventure,5.6,21.56,31.0
Your Highness,Comedy,5.6,21.56,31.0
Your Highness,Fantasy,5.6,21.56,31.0
Final Destination 5,Horror,5.9,42.58,50.0
Final Destination 5,Thriller,5.9,42.58,50.0
Endless Love,Drama,6.3,23.39,30.0
Endless Love,Romance,6.3,23.39,30.0
Martyrs,Horror,7.1,47.985,89.0
Selma,Biography,7.5,52.07,59.5
Selma,Drama,7.5,52.07,59.5
Selma,History,7.5,52.07,59.5
Underworld: Rise of the Lycans,Action,6.6,45.8,44.0
Underworld: Rise of the Lycans,Adventure,6.6,45.8,44.0
Underworld: Rise of the Lycans,Fantasy,6.6,45.8,44.0
Taare Zameen Par,Drama,8.5,1.2,42.0
Taare Zameen Par,Family,8.5,1.2,42.0
Taare Zameen Par,Music,8.5,1.2,42.0
Take Me Home Tonight,Comedy,6.3,6.92,59.5
Take Me Home Tonight,Drama,6.3,6.92,59.5
Take Me Home Tonight,Romance,6.3,6.92,59.5
Resident Evil: Afterlife,Action,5.9,60.13,37.0
Resident Evil: Afterlife,Adventure,5.9,60.13,37.0
Resident Evil: Afterlife,Horror,5.9,60.13,37.0
Project X,Comedy,6.7,54.72,48.0
Secret in Their Eyes,Crime,6.2,47.985,45.0
Secret in Their Eyes,Drama,6.2,47.985,45.0
Secret in Their Eyes,Mystery,6.2,47.985,45.0
Hostel: Part II,Horror,5.5,17.54,46.0
Step Up 2: The Streets,Drama,6.2,58.01,50.0
Step Up 2: The Streets,Music,6.2,58.01,50.0
Step Up 2: The Streets,Romance,6.2,58.01,50.0
Search Party,Adventure,5.6,47.985,22.0
Search Party,Comedy,5.6,47.985,22.0
Nine Lives,Comedy,5.3,19.64,11.0
Nine Lives,Family,5.3,19.64,11.0
Nine Lives,Fantasy,5.3,19.64,11.0
